day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
7,1016.8,20.5,18.1,17.7,16.9,93.0,91.0,0.0,50.0,39.5,1
7,1019.9,16.698170564778227,15.5,14.4,12.4,92.0,93.0,0.0,40.0,37.0,1
7,1013.5,23.2,18.0,17.5,16.0,79.0,81.0,0.0,60.0,39.5,1
7,1014.9,18.6,17.3,16.9,16.8,93.0,93.0,0.0,20.0,39.5,1
7,1024.017060996923,16.698170564778227,14.8,12.7,9.527652660279282,77.0,88.0,0.0,20.0,39.3,1
7,1021.6,16.698170564778227,14.8,12.7,11.1,67.0,91.0,0.0,20.0,39.5,0
7,1024.017060996923,16.698170564778227,14.8,12.7,11.7,67.0,67.0,5.6,60.0,25.2,1
8,1018.9,16.698170564778227,14.8,12.7,11.2,93.0,93.0,0.0,20.0,29.0,1
9,1024.017060996923,16.698170564778227,14.8,12.7,11.6,86.0,78.0,0.6,20.0,21.6,1
10,1014.5,16.698170564778227,14.8,12.7,11.6,87.0,93.0,0.0,20.0,29.8,1
11,1024.017060996923,18.5,15.4,13.7,10.1,75.0,89.0,0.0,60.0,39.5,1
12,1017.7,17.0,16.6,14.8,15.7,93.0,93.0,0.0,70.0,30.3,1
13,1016.8,16.698170564778227,15.3,14.6,13.3,79.0,93.0,0.0,70.0,39.5,1
14,1022.4,18.5,16.5,15.3,12.1,76.0,88.0,0.0,50.0,29.6,1
15,1019.9,20.6,17.2,16.1,15.9,93.0,93.0,0.0,40.0,20.4,1
16,1020.9,18.6,17.2,15.4,12.7,75.0,29.0,3.9,30.0,39.5,0
17,1021.5,16.698170564778227,14.8,12.7,9.527652660279282,75.0,69.0,4.3,20.0,19.8,0
18,1023.9,19.5,16.4,15.4,9.8,72.0,29.0,10.2,20.0,28.6,0
19,1024.017060996923,19.8,16.6,14.4,9.527652660279282,67.0,29.0,10.2,60.0,24.9,0
20,1021.6,20.3,16.1,14.3,13.2,76.0,29.0,10.2,20.0,39.5,0
21,1022.3,18.0,16.5,14.6,15.5,86.0,91.0,1.0,50.0,14.8,1
22,1023.9,20.3,17.3,16.4,14.7,74.0,43.0,10.2,30.0,14.1,0
23,1024.017060996923,22.4,17.7,15.4,10.1,67.0,29.0,10.2,60.0,39.5,0
24,1014.6,23.8,19.4,17.2,16.8,67.0,81.0,2.4,20.0,39.5,0
25,1013.4,20.9,19.0,17.1,19.3,93.0,93.0,0.0,50.0,16.7,1
26,1014.8,25.3,21.7,18.4,18.0,86.0,80.0,3.4,40.0,14.7,1
27,1020.6,24.8,19.1,17.2,16.6,75.0,57.0,5.3,70.0,33.5,1
28,1013.6,22.7,21.9,19.1,19.2,90.0,88.0,1.0,40.0,25.1,1
29,1020.4,16.698170564778227,15.4,14.1,12.0,93.0,88.0,1.4,70.0,24.4,1
30,1021.4,16.698170564778227,14.8,12.7,9.527652660279282,70.0,29.0,2.3,20.0,21.3,0
31,1017.5,22.7,21.5,20.1,20.8,93.0,88.0,0.0,20.0,35.8,1
32,1023.6,16.698170564778227,14.8,12.7,11.8,89.0,93.0,0.0,40.0,18.2,1
33,1020.4,17.2,16.2,15.6,11.0,69.0,46.0,9.5,20.0,24.4,0
34,1024.017060996923,20.3,18.1,17.9,16.0,76.0,83.0,0.4,50.0,26.1,1
35,1017.8,20.6,18.7,17.1,16.7,79.0,84.0,1.2,40.0,21.9,1
36,1022.7,16.698170564778227,14.8,12.7,9.7,79.0,88.0,0.0,20.0,25.2,1
37,1024.017060996923,16.698170564778227,14.8,12.7,9.527652660279282,69.0,88.0,0.2,20.0,32.2,1
38,1020.6,21.2,18.2,17.3,14.6,79.0,83.0,2.2,20.0,17.3,1
39,1017.1,22.3,20.7,17.2,18.0,82.0,87.0,1.0,50.0,24.9,1
40,1024.017060996923,19.7,17.7,15.8,13.3,75.0,78.0,3.3,40.0,16.0,0
41,1018.9,21.6,18.0,17.6,15.9,78.0,82.0,0.0,50.0,12.7,1
42,1014.2,20.7,17.3,16.5,14.4,78.0,88.0,0.6,30.0,25.1,1
43,1015.1,25.5,21.6,20.6,19.4,78.0,68.0,9.8,80.0,14.8,0
44,1024.017060996923,21.1,17.8,15.3,9.527652660279282,76.0,59.0,10.4,30.0,25.5,0
45,1018.6,20.8,18.8,18.3,17.3,78.0,55.0,6.9,50.0,9.055915337989045,1
46,1017.9,20.6,18.5,16.9,15.0,85.0,91.0,0.1,70.0,33.0,1
47,1018.6,17.0,16.6,15.3,14.5,93.0,91.0,0.9,20.0,20.5,1
48,1016.3,17.4,15.3,14.8,14.4,93.0,91.0,0.0,40.0,29.8,1
49,1019.9,17.5,16.5,15.5,15.6,93.0,91.0,0.0,60.0,34.0,1
50,1024.017060996923,17.3,15.5,13.7,13.7,78.0,88.0,1.0,20.0,10.2,1
51,1015.2,17.1,16.6,15.9,15.9,93.0,93.0,0.0,50.0,21.8,1
52,1018.4,18.4,17.5,15.0,16.5,93.0,93.0,0.0,60.0,38.0,1
53,1019.4,23.6,20.4,18.9,9.9,79.0,48.0,10.3,20.0,23.9,0
54,1016.6,25.8,21.6,16.6,15.1,90.0,85.0,0.6,60.0,24.8,1
55,1020.4,17.1,15.5,14.8,9.527652660279282,79.0,79.0,0.2,20.0,23.3,0
56,1023.4,16.698170564778227,14.8,12.7,9.527652660279282,77.0,91.0,0.8,40.0,28.6,1
57,1012.2,21.3,18.9,18.8,18.6,92.0,93.0,0.0,50.0,11.1,1
58,1012.0,17.6,17.5,16.5,15.5,93.0,88.0,0.2,70.0,15.7,1
59,1012.0,18.0,17.3,16.3,16.1,76.0,86.0,3.7,20.0,31.7,1
60,1014.8,21.4,20.5,19.5,15.5,76.0,78.0,6.2,60.0,25.2,0
61,1013.4,24.0,21.8,19.6,19.8,79.0,76.0,0.0,40.0,11.2,1
62,1012.2,21.3,20.6,19.0,19.0,90.0,84.0,0.0,40.0,9.4,1
63,1018.4,21.3,19.1,17.2,18.9,93.0,93.0,0.0,50.0,9.055915337989045,1
64,1015.2,19.3,18.7,17.4,17.3,93.0,88.0,2.4,80.0,17.3,1
65,1021.8,21.9,19.2,17.4,15.7,82.0,82.0,3.1,50.0,21.4,1
66,1017.5,23.0,20.8,19.8,16.4,75.0,83.0,0.0,40.0,22.6,1
67,1020.6,18.8,19.9,17.1,16.0,79.0,93.0,0.0,30.0,19.3,1
68,1020.3,21.2,20.8,19.1,16.4,78.0,88.0,0.0,20.0,25.0,1
69,1012.7,23.5,21.5,19.8,18.8,91.0,88.0,0.0,50.0,23.9,1
70,1020.6,21.2,19.3,17.2,16.9,91.0,74.0,1.6,50.0,20.5,1
71,1017.1,18.6,17.7,16.9,15.0,79.0,91.0,0.0,70.0,38.0,1
72,1016.0,24.4,22.1,19.8,17.6,87.0,74.0,2.3,20.0,10.2,1
73,1019.4,21.3,20.7,20.9,18.3,81.0,88.0,0.0,30.0,12.1,1
74,1013.2,25.2,23.2,21.0,9.527652660279282,67.0,70.0,6.7,40.0,18.0,0
75,1013.1,25.9,23.1,21.0,21.4,93.0,88.0,1.8,40.0,17.2,0
76,1017.4,23.9,21.2,19.0,16.9,76.0,70.0,3.9,40.0,15.3,0
77,1019.3,27.8,23.1,21.3,21.9,87.0,93.0,0.6,80.0,25.5,1
78,1018.0,27.7,25.3,22.8,22.3,85.0,89.0,0.1,30.0,17.3,1
79,1013.0,26.7,23.2,21.1,23.2,90.0,88.0,0.1,30.0,15.3,1
80,1011.4,17.1,16.8,15.6,16.5,93.0,93.0,0.0,50.0,29.7,1
81,1011.6,22.4,21.1,20.1,19.6,93.0,93.0,0.5,80.0,12.5,1
82,1010.3,17.6,16.6,15.6,13.4,92.0,93.0,0.0,50.0,39.5,1
83,1008.2,25.9,22.0,21.5,20.6,88.0,84.0,3.2,20.0,24.2,1
84,1013.5,26.0,24.5,21.0,22.7,89.0,88.0,0.6,50.0,20.8,1
85,1010.3,26.9,24.9,23.0,22.3,88.0,89.0,0.4,70.0,11.3,1
86,1013.3,27.7,25.3,23.6,22.3,84.0,90.0,1.1,60.0,9.055915337989045,1
87,1011.3,22.8,20.6,19.9,18.6,79.0,81.0,0.0,70.0,23.5,1
88,1009.9,23.2,21.1,20.1,21.9,92.0,93.0,0.0,190.0,15.0,1
89,1012.5,26.2,24.9,24.0,22.1,93.0,88.0,0.1,70.0,25.2,1
90,1013.2,26.3,24.3,23.9,22.4,93.0,83.0,5.0,70.0,20.4,1
91,1012.0,28.2,25.3,23.7,23.2,89.0,90.0,2.5,40.0,9.055915337989045,1
92,1009.5,25.1,23.3,21.3,21.4,93.0,88.0,0.3,232.38511357575385,19.8,1
93,1013.9,24.8,23.7,21.8,21.2,90.0,82.0,3.3,220.0,12.0,1
94,1011.4,22.3,21.1,20.6,19.9,93.0,88.0,0.1,50.0,24.9,1
95,1006.8,27.8,25.3,24.0,24.3,92.0,89.0,2.4,40.0,21.9,1
96,1007.8,28.2,26.6,25.8,24.2,87.0,84.0,1.8,80.0,30.6,1
97,1016.3,28.6,26.4,25.0,23.9,93.0,88.0,0.4,80.0,18.0,1
98,1012.4,27.0,26.1,25.9,24.3,86.0,84.0,2.2,40.0,13.8,1
99,1017.0,28.2,26.6,25.8,23.7,79.0,82.0,4.8,100.0,30.6,1
100,1010.1,27.6,25.5,24.7,22.9,80.0,87.0,1.4,50.0,30.2,1
101,1012.2,26.6,24.9,22.0,22.1,84.0,88.0,1.0,80.0,9.1,1
102,1011.1,23.9,22.8,20.1,20.4,87.0,91.0,0.0,80.0,16.0,1
103,1012.0,30.5,26.8,24.8,23.1,84.0,88.0,2.4,60.0,28.8,1
104,1013.0,29.8,26.6,24.9,23.7,86.0,88.0,0.6,70.0,9.8,1
105,1016.0,28.4,26.8,24.8,25.0,87.0,88.0,1.5,70.0,26.4,1
106,1013.3,27.8,25.9,24.4,24.7,92.0,85.0,0.2,190.0,12.6,1
107,1008.3,30.8,28.1,25.4,24.1,84.0,85.0,3.1,180.0,15.9,1
108,1014.5,30.9,27.3,25.5,24.3,82.0,83.0,4.7,232.38511357575385,16.0,1
109,1011.1,31.0,28.1,26.7,23.7,87.0,82.0,2.7,30.0,14.0,1
110,1011.4,24.9,22.2,20.8,20.6,91.0,84.0,2.2,40.0,18.0,1
111,1013.3,26.9,24.6,23.3,19.9,82.0,81.0,5.7,70.0,20.4,1
112,1013.3,26.5,24.9,23.1,22.1,87.0,85.0,2.5,60.0,11.9,1
113,1011.4,29.8,26.9,25.6,23.8,89.0,75.0,8.8,50.0,9.2,1
114,1012.5,26.3,24.8,23.6,21.1,89.0,84.0,1.2,80.0,23.4,1
115,1011.4,29.1,26.8,25.4,23.2,83.0,81.0,1.8,190.0,15.1,1
116,1011.3,29.1,26.1,24.1,23.1,75.0,66.0,5.7,20.0,13.6,1
117,1008.1,30.8,27.8,26.5,24.7,82.0,86.0,1.2,210.0,31.2,1
118,1011.1,28.9,24.8,23.7,22.0,86.0,85.0,3.6,80.0,14.8,1
119,1010.4,31.0,28.1,26.4,23.4,89.0,71.0,6.7,200.0,13.9,0
120,1013.4,27.6,24.8,22.8,22.5,93.0,85.0,3.9,20.0,9.2,0
121,1007.6,28.7,26.2,24.3,24.2,87.0,78.0,8.4,220.0,15.8,1
122,1006.7,29.1,26.8,24.8,24.2,93.0,88.0,0.4,20.0,23.9,1
123,1009.5,30.3,27.0,24.4,23.8,77.0,75.0,8.7,100.0,9.055915337989045,1
124,1007.9,30.7,28.1,26.2,24.1,81.0,73.0,6.3,230.0,16.1,0
125,1007.6,30.4,26.3,23.2,23.3,89.0,66.0,7.7,75.0,9.055915337989045,1
126,1006.6,30.6,27.9,23.7,25.1,77.0,69.0,7.6,220.0,9.1,1
127,1006.7,29.6,28.4,26.7,25.5,93.0,85.0,0.2,130.0,24.8,1
128,1005.9,28.5,27.7,26.0,24.3,87.0,89.0,1.2,50.0,29.8,1
129,1008.9,31.0,29.0,26.7,25.6,80.0,69.0,6.4,230.0,11.2,1
130,1006.9,31.2,28.2,26.6,25.7,74.0,81.0,4.4,230.0,18.1,1
131,1007.5,32.0,29.9,27.7,24.3,91.0,85.0,6.2,220.0,25.0,1
132,1006.0,31.7,28.2,26.4,25.4,84.0,87.0,3.4,210.0,12.4,1
133,1009.5,33.0,30.1,27.1,25.9,75.0,69.0,10.0,220.0,19.6,0
134,1008.7,32.4,29.4,27.6,25.94415427596215,81.0,88.0,1.0,220.0,16.5,1
135,1007.9,33.4,29.1,24.3,25.8,88.0,82.0,2.2,230.0,20.5,1
136,1008.8,33.0,30.1,28.3,25.94415427596215,82.0,85.0,3.7,220.0,13.0,1
137,1005.9,31.8,28.5,26.4,25.94415427596215,83.0,88.0,2.0,220.0,25.1,1
138,1008.1,32.8,30.3,28.372879285761243,25.3,79.0,78.0,9.3,230.0,11.3,1
139,1008.5,31.7,28.9,26.9,25.3,84.0,88.0,1.6,220.0,24.5,1
140,1007.9,33.2,30.1,28.1,20.9,78.0,29.0,10.666811861391826,150.0,9.2,0
141,1006.3,32.8,29.0,27.7,25.94415427596215,89.0,88.0,0.7,232.38511357575385,28.4,1
142,1008.1,33.3,30.3,28.372879285761243,24.3,75.0,32.0,10.666811861391826,220.0,15.8,0
143,1006.6,33.3,30.0,28.0,25.0,72.0,39.0,10.5,230.0,9.4,0
144,1005.9,32.9,30.3,28.1,24.5,86.0,89.0,6.5,120.0,15.7,1
145,1007.5,32.2,29.7,27.5,25.7,81.0,83.0,6.3,220.0,9.055915337989045,1
146,1008.8,33.2,30.0,28.372879285761243,25.5,80.0,33.0,10.666811861391826,230.0,14.6,0
147,1005.9,33.3,30.3,28.372879285761243,24.8,76.0,54.0,10.5,230.0,10.2,0
148,1008.5,33.0,30.2,28.372879285761243,24.7,78.0,38.0,10.4,120.0,9.9,0
149,1010.5,33.666268922074245,30.3,28.372879285761243,25.8,75.0,32.0,9.3,232.38511357575385,14.0,0
150,1006.7,33.666268922074245,30.1,26.8,25.2,81.0,80.0,3.9,200.0,24.4,1
151,1008.6,33.4,30.371608819722994,28.0,24.7,72.0,29.0,10.1,230.0,11.8,0
152,1007.9,33.666268922074245,30.371608819722994,27.0,24.9,75.0,44.0,10.0,220.0,24.5,0
153,1005.9,33.4,30.371608819722994,27.0,23.4,75.0,38.0,10.6,20.0,15.4,0
154,1008.4,33.666268922074245,30.371608819722994,28.372879285761243,25.8,77.0,58.0,9.3,220.0,9.2,0
155,1009.9,33.666268922074245,30.371608819722994,28.0,25.4,81.0,60.0,8.3,200.0,14.5,1
156,1008.9,33.666268922074245,30.371608819722994,27.4,20.6,78.0,43.0,8.3,220.0,19.7,0
157,1008.8,32.9,30.371608819722994,28.2,23.9,78.0,72.0,4.1,180.0,30.2,1
158,1007.2,33.3,30.371608819722994,28.372879285761243,25.3,79.0,78.0,2.7,110.0,9.2,1
159,1006.2,33.666268922074245,30.371608819722994,27.4,24.9,82.0,80.0,4.9,70.0,28.7,1
160,1008.8,30.9,28.6,26.9,25.94415427596215,85.0,88.0,0.2,230.0,13.6,1
161,1007.8,33.666268922074245,30.371608819722994,27.1,25.94415427596215,86.0,84.0,3.8,220.0,29.8,1
162,1008.8,33.666268922074245,30.371608819722994,28.372879285761243,25.94415427596215,75.0,46.0,10.4,170.0,15.7,1
163,1006.9,33.3,30.3,28.1,25.4,74.0,47.0,5.0,230.0,9.6,0
164,1008.1,33.666268922074245,30.0,27.1,25.7,79.0,72.0,10.6,190.0,27.3,0
165,1007.8,32.3,29.0,26.9,25.4,78.0,38.0,10.666811861391826,220.0,20.2,0
166,1008.3,31.0,30.371608819722994,28.1,25.9,79.0,79.0,3.7,220.0,12.8,1
167,1010.3,31.3,28.6,26.4,25.3,93.0,84.0,1.8,220.0,14.8,1
168,1006.2,31.7,27.3,26.2,25.9,81.0,79.0,6.2,232.38511357575385,24.4,1
169,1008.1,33.1,29.6,27.4,25.6,88.0,83.0,5.9,200.0,11.1,1
170,1008.5,32.0,28.6,26.3,25.4,79.0,78.0,8.5,230.0,23.3,1
171,1006.4,32.0,28.2,26.5,25.9,84.0,82.0,3.1,220.0,14.6,1
172,1006.3,32.8,29.4,27.5,25.94415427596215,82.0,83.0,2.0,190.0,20.7,0
173,1005.9,31.4,28.0,24.7,25.2,74.0,88.0,0.1,90.0,14.8,1
174,1008.9,32.8,30.0,28.1,25.0,75.0,85.0,7.8,220.0,22.8,1
175,1008.7,31.6,28.2,26.8,25.94415427596215,89.0,82.0,2.4,232.38511357575385,25.9,1
176,1005.9,31.1,28.4,28.372879285761243,25.5,84.0,86.0,6.8,220.0,16.7,1
177,1008.4,32.4,29.5,27.3,25.8,87.0,84.0,3.7,230.0,18.8,1
178,1008.4,33.0,30.1,28.0,25.2,86.0,88.0,7.7,200.0,16.5,1
179,1008.4,30.3,28.6,26.9,25.9,88.0,84.0,0.2,230.0,12.8,1
180,1008.9,31.0,29.0,28.372879285761243,25.2,78.0,78.0,6.9,230.0,26.5,1
181,1005.9,31.0,29.1,26.3,25.94415427596215,84.0,78.0,5.4,230.0,13.3,1
182,1010.5,31.6,29.0,25.3,25.94415427596215,79.0,80.0,2.3,130.0,11.3,1
183,1008.4,33.666268922074245,30.0,27.8,25.0,78.0,38.0,10.666811861391826,180.0,13.9,0
184,1008.1,32.4,30.1,28.0,25.9,77.0,38.0,10.666811861391826,232.38511357575385,15.2,0
185,1008.5,33.3,30.371608819722994,28.1,25.9,81.0,58.0,6.0,220.0,16.5,1
186,1007.8,33.3,30.1,28.372879285761243,25.9,75.0,44.0,10.6,180.0,10.9,0
187,1005.9,31.2,28.7,26.9,24.8,86.0,83.0,3.1,210.0,12.3,1
188,1008.5,30.2,28.7,26.2,25.94415427596215,84.0,87.0,4.3,220.0,9.1,1
189,1006.4,32.3,29.9,28.2,25.2,84.0,72.0,10.666811861391826,220.0,17.3,1
190,1009.6,30.7,29.0,27.7,25.3,82.0,79.0,0.3,70.0,24.4,1
191,1005.9,32.9,29.2,28.2,25.94415427596215,75.0,47.0,9.1,232.38511357575385,13.8,1
192,1008.6,32.3,29.5,26.0,24.6,79.0,78.0,9.1,50.0,12.5,0
193,1005.9,32.2,29.4,26.4,25.3,81.0,59.0,7.2,30.0,23.7,0
194,1011.5,32.8,30.1,28.0,25.9,77.0,38.0,10.666811861391826,230.0,15.3,0
195,1006.6,33.1,30.3,28.2,25.8,78.0,69.0,10.666811861391826,230.0,9.055915337989045,0
196,1008.3,33.666268922074245,30.3,28.0,24.3,74.0,38.0,10.5,220.0,15.5,1
197,1008.5,33.666268922074245,30.1,27.8,24.3,74.0,29.0,10.1,220.0,9.2,0
198,1008.4,32.1,30.371608819722994,28.0,24.3,80.0,65.0,9.9,210.0,17.2,0
199,1008.0,33.2,30.371608819722994,26.4,25.94415427596215,81.0,78.0,5.1,232.38511357575385,15.7,1
200,1005.9,33.2,30.2,27.4,24.7,72.0,29.0,10.2,20.0,9.055915337989045,0
201,1008.2,33.2,30.0,28.372879285761243,25.3,77.0,53.0,10.666811861391826,170.0,9.055915337989045,0
202,1005.9,31.1,28.7,27.2,24.5,82.0,88.0,2.2,232.38511357575385,9.055915337989045,1
203,1011.5,31.4,28.7,26.9,25.3,82.0,88.0,1.6,200.0,22.0,1
204,1007.6,31.7,28.1,26.6,24.5,83.0,78.0,2.3,180.0,23.5,1
205,1011.4,31.0,28.1,26.9,25.94415427596215,76.0,69.0,8.8,20.0,9.1,1
206,1005.9,30.5,27.9,25.2,24.3,82.0,75.0,5.6,180.0,13.9,1
207,1009.2,31.0,28.9,26.4,25.4,89.0,86.0,1.3,80.0,11.7,1
208,1006.1,33.5,30.371608819722994,28.1,25.4,77.0,57.0,10.6,230.0,26.1,1
209,1006.7,33.3,30.2,28.0,24.3,77.0,32.0,10.666811861391826,232.38511357575385,25.0,0
210,1005.9,33.5,30.371608819722994,28.3,24.1,71.0,48.0,10.0,20.0,15.3,1
211,1005.9,33.666268922074245,30.371608819722994,28.372879285761243,24.8,67.0,38.0,10.666811861391826,110.0,22.4,0
212,1010.3,31.1,28.9,26.7,25.94415427596215,86.0,83.0,6.4,150.0,26.4,1
213,1006.6,33.3,30.371608819722994,28.372879285761243,24.7,72.0,29.0,10.6,232.38511357575385,20.2,0
214,1005.9,29.2,27.5,25.6,24.9,74.0,87.0,0.6,20.0,11.9,0
215,1005.9,33.666268922074245,30.371608819722994,28.372879285761243,25.94415427596215,75.0,57.0,9.4,232.38511357575385,11.3,1
216,1008.4,31.2,28.1,26.8,25.4,81.0,88.0,0.3,50.0,21.9,1
217,1005.9,30.5,27.6,26.9,23.7,73.0,60.0,8.6,220.0,13.8,0
218,1008.3,32.8,29.2,26.8,24.0,80.0,85.0,5.3,220.0,13.9,1
219,1007.1,32.4,29.2,26.4,25.94415427596215,74.0,43.0,7.7,190.0,11.8,0
220,1006.4,31.3,28.8,27.3,25.94415427596215,87.0,84.0,1.2,220.0,13.9,1
221,1007.9,33.666268922074245,30.371608819722994,28.0,24.8,81.0,82.0,4.6,70.0,17.3,1
222,1008.4,31.1,29.0,26.4,24.3,74.0,46.0,5.7,110.0,21.5,1
223,1008.4,31.0,28.7,26.5,25.3,81.0,83.0,3.9,232.38511357575385,12.6,0
224,1008.5,31.1,28.1,26.4,25.5,78.0,80.0,7.9,232.38511357575385,18.4,1
225,1010.8,28.9,26.3,25.4,23.9,79.0,55.0,10.2,110.0,18.8,0
226,1008.1,29.6,26.9,24.8,25.8,78.0,88.0,6.9,60.0,17.3,1
227,1010.9,29.6,26.4,24.5,23.6,82.0,58.0,4.8,100.0,17.3,1
228,1012.3,28.6,26.8,24.8,23.8,72.0,48.0,10.666811861391826,20.0,12.8,0
229,1012.2,31.9,28.0,26.7,25.3,81.0,77.0,4.6,40.0,22.5,1
230,1011.5,29.5,26.9,25.0,23.8,75.0,43.0,7.7,100.0,22.6,0
231,1011.7,32.3,29.9,27.2,23.2,73.0,43.0,9.5,70.0,25.0,0
232,1011.4,31.2,28.9,26.4,23.1,70.0,47.0,7.7,20.0,17.2,0
233,1012.5,28.7,26.5,24.8,23.2,71.0,45.0,10.2,70.0,25.0,0
234,1005.9,28.9,26.0,24.8,23.0,73.0,44.0,9.8,20.0,20.5,0
235,1005.9,33.0,30.0,28.1,25.0,77.0,43.0,9.4,220.0,29.0,0
236,1008.4,33.3,30.1,27.0,22.5,84.0,48.0,7.9,60.0,17.2,0
237,1013.1,30.3,26.7,24.8,22.3,73.0,46.0,10.2,70.0,9.1,0
238,1008.9,31.6,29.2,26.9,25.8,82.0,82.0,6.7,200.0,30.0,1
239,1010.3,32.9,28.6,26.9,24.6,79.0,51.0,10.666811861391826,60.0,11.9,0
240,1014.4,30.9,27.2,25.2,25.3,86.0,81.0,1.6,220.0,37.7,1
241,1009.5,31.2,29.4,26.8,21.8,75.0,72.0,7.3,80.0,13.1,1
242,1014.2,28.5,27.2,24.8,25.5,89.0,86.0,2.4,200.0,13.0,1
243,1012.5,31.2,28.1,26.8,23.2,78.0,58.0,5.9,50.0,14.0,1
244,1010.5,30.4,28.5,26.4,23.3,78.0,45.0,10.2,190.0,24.8,0
245,1008.4,31.3,28.1,26.8,24.8,75.0,78.0,7.7,210.0,30.2,1
246,1012.5,31.1,28.8,26.5,24.0,79.0,77.0,6.4,220.0,17.3,1
247,1015.0,31.2,28.8,27.8,25.1,87.0,69.0,9.5,220.0,21.3,1
248,1008.2,32.3,29.7,27.3,24.2,74.0,83.0,5.4,230.0,39.5,1
249,1006.0,32.2,29.4,27.4,24.7,82.0,85.0,3.5,220.0,25.9,1
250,1008.5,31.8,28.1,26.9,25.6,86.0,83.0,2.1,220.0,33.2,1
251,1012.5,31.2,28.2,25.8,20.6,70.0,44.0,9.3,60.0,33.4,0
252,1008.9,32.4,28.8,27.9,25.4,81.0,69.0,5.7,230.0,18.2,1
253,1008.0,32.2,29.7,26.6,24.3,80.0,78.0,5.0,20.0,15.9,1
254,1009.9,31.0,28.7,27.0,23.2,85.0,78.0,6.3,70.0,9.055915337989045,1
255,1012.5,30.8,27.8,26.5,23.2,76.0,45.0,7.6,20.0,9.8,1
256,1010.2,32.3,29.0,26.6,25.4,82.0,69.0,4.7,220.0,21.3,1
257,1007.9,28.1,26.8,24.3,23.1,85.0,85.0,2.5,130.0,30.6,1
258,1015.2,30.7,27.9,25.8,24.3,81.0,67.0,5.9,180.0,9.055915337989045,1
259,1010.4,28.2,26.3,24.6,21.9,74.0,49.0,9.5,20.0,13.4,0
260,1007.6,29.9,27.0,26.5,25.6,92.0,88.0,0.5,200.0,9.055915337989045,1
261,1009.1,28.2,27.5,25.4,25.4,89.0,88.0,0.2,232.38511357575385,20.3,1
262,1008.1,31.0,28.7,27.0,25.0,81.0,78.0,6.4,230.0,23.5,1
263,1005.9,28.2,25.5,23.4,20.6,84.0,89.0,2.0,20.0,23.4,1
264,1016.0,31.4,28.1,26.1,23.8,76.0,53.0,9.1,90.0,14.0,0
265,1017.1,31.0,26.8,25.4,25.4,87.0,88.0,1.6,40.0,21.3,1
266,1017.0,30.3,27.9,26.2,23.8,81.0,66.0,5.9,70.0,9.055915337989045,1
267,1018.7,29.1,27.9,25.8,23.1,86.0,82.0,6.3,50.0,11.9,1
268,1013.0,28.8,25.5,23.7,19.3,90.0,81.0,3.4,80.0,39.5,1
269,1018.0,26.2,25.2,24.9,23.6,89.0,84.0,0.6,220.0,12.5,1
270,1017.4,26.8,24.5,24.4,22.1,93.0,88.0,1.2,230.0,39.5,1
271,1018.7,29.3,25.4,24.7,24.8,93.0,88.0,0.1,180.0,15.2,0
272,1018.9,26.1,24.8,23.5,19.9,70.0,64.0,6.4,70.0,39.5,0
273,1008.9,27.2,25.5,24.8,22.0,79.0,29.0,10.3,220.0,26.7,0
274,1017.7,26.6,25.5,23.6,19.4,93.0,93.0,0.0,70.0,28.4,1
275,1015.9,28.4,26.2,25.9,24.8,78.0,85.0,6.6,80.0,9.6,1
276,1016.9,24.8,22.9,20.6,22.2,92.0,88.0,0.0,70.0,39.5,1
277,1010.3,25.2,23.7,22.3,21.7,82.0,61.0,6.6,50.0,14.1,0
278,1018.8,26.8,24.0,23.9,22.7,90.0,82.0,2.2,70.0,21.8,1
279,1012.5,27.8,25.8,23.4,20.6,76.0,47.0,7.6,30.0,9.055915337989045,0
280,1019.0,25.8,22.6,20.5,20.4,79.0,73.0,0.7,70.0,11.3,0
281,1015.9,28.7,25.7,20.6,19.9,67.0,51.0,9.4,70.0,20.9,1
282,1018.9,26.0,24.8,23.7,22.4,75.0,46.0,5.5,80.0,20.5,0
283,1018.4,27.8,25.3,24.2,23.2,70.0,81.0,2.0,80.0,10.2,1
284,1019.1,25.7,24.7,24.5,22.3,80.0,88.0,0.3,70.0,20.2,1
285,1017.1,27.7,25.5,24.0,21.4,75.0,78.0,7.6,70.0,17.3,1
286,1019.8,28.9,23.7,21.0,19.0,79.0,79.0,3.2,100.0,11.0,1
287,1014.2,29.4,26.2,23.1,21.4,75.0,49.0,6.6,20.0,15.0,0
288,1014.8,28.6,26.6,24.8,21.2,81.0,81.0,1.7,110.0,27.6,1
289,1017.8,27.8,25.8,24.3,22.3,68.0,56.0,9.9,40.0,9.6,1
290,1018.8,28.8,24.5,22.2,19.9,70.0,48.0,7.7,20.0,14.5,0
291,1012.2,28.9,23.8,20.2,21.4,85.0,84.0,0.7,40.0,39.5,1
292,1011.6,25.9,24.7,22.4,22.7,67.0,84.0,7.5,70.0,21.5,1
293,1016.8,25.9,23.7,23.3,21.4,84.0,70.0,9.2,80.0,25.0,0
294,1013.0,26.2,24.8,23.7,21.3,81.0,88.0,1.0,70.0,39.5,1
295,1014.6,28.6,25.5,23.8,21.3,85.0,85.0,2.2,70.0,19.8,1
296,1018.5,26.9,24.4,23.2,21.6,81.0,86.0,1.2,80.0,20.5,1
